"articles_id","articles_date_added","articles_last_modified","articles_date_available","articles_status","authors_id","articles_page_url","sort_order"
"114","2013-11-04 11:30:43",NULL,NULL,"1","0",,"0"
"115","2013-11-04 11:32:57",NULL,NULL,"1","0",,"0"
"116","2013-11-04 11:45:09",NULL,NULL,"1","0",,"0"
"117","2013-11-04 11:54:15",NULL,NULL,"1","0",,"0"
"118","2013-11-04 11:57:43",NULL,NULL,"1","0",,"0"
"119","2013-11-04 12:09:11",NULL,NULL,"1","0",,"0"
"120","2013-11-04 12:11:33",NULL,NULL,"1","0",,"0"
"121","2013-11-04 12:15:17",NULL,NULL,"1","0",,"0"
"122","2013-11-04 12:16:53",NULL,NULL,"1","0",,"0"
"123","2013-11-04 12:24:12",NULL,NULL,"1","0",,"0"
"124","2013-11-04 12:26:17",NULL,NULL,"1","0",,"0"
"125","2013-11-04 12:27:29",NULL,NULL,"1","0",,"0"
"126","2013-11-04 12:30:20",NULL,NULL,"1","0",,"0"
"127","2013-11-04 12:36:22",NULL,NULL,"1","0",,"0"
"128","2013-11-04 12:38:03",NULL,NULL,"1","0",,"0"
"129","2013-11-04 12:40:48",NULL,NULL,"1","0",,"0"
"130","2013-11-04 12:51:13",NULL,NULL,"1","0",,"0"
"131","2013-11-04 12:52:58",NULL,NULL,"1","0",,"0"
"132","2013-11-04 12:54:30",NULL,NULL,"1","0",,"0"
"133","2013-11-04 12:56:45",NULL,NULL,"1","0",,"0"
"134","2013-11-04 13:02:49",NULL,NULL,"1","0",,"0"
"135","2013-11-04 13:06:40",NULL,NULL,"1","0",,"0"
"136","2013-11-04 13:08:49",NULL,NULL,"1","0",,"0"
"137","2013-11-04 13:10:06",NULL,NULL,"1","0",,"0"
"138","2013-11-04 13:14:29",NULL,NULL,"1","0",,"0"
"139","2013-11-04 13:16:54",NULL,NULL,"1","0",,"0"
"140","2013-11-04 13:23:33",NULL,NULL,"1","0",,"0"
"141","2013-11-04 13:32:51",NULL,NULL,"1","0",,"0"
"142","2013-11-04 13:36:50",NULL,NULL,"1","0",,"0"
"143","2013-11-04 13:39:09",NULL,NULL,"1","0",,"0"
"144","2013-11-04 13:43:58",NULL,NULL,"1","0",,"0"
"145","2013-11-04 13:46:21",NULL,NULL,"1","0",,"0"
"146","2013-11-04 13:48:38",NULL,NULL,"1","0",,"0"
"147","2013-11-04 13:52:42",NULL,NULL,"1","0",,"0"
"148","2013-11-04 13:54:44",NULL,NULL,"1","0",,"0"
"149","2013-11-04 13:56:40",NULL,NULL,"1","0",,"0"
"150","2013-11-04 13:59:21",NULL,NULL,"1","0",,"0"
"151","2013-11-04 14:02:18",NULL,NULL,"1","0",,"0"
"152","2013-11-04 14:03:37",NULL,NULL,"1","0",,"0"
"153","2013-11-04 14:04:53",NULL,NULL,"1","0",,"0"
"154","2013-11-04 14:12:05",NULL,NULL,"1","0",,"0"
"155","2013-11-04 14:13:40",NULL,NULL,"1","0",,"0"
"156","2013-11-04 14:14:44",NULL,NULL,"1","0",,"0"
"157","2013-11-04 14:29:16",NULL,NULL,"1","0",,"0"
"158","2013-11-04 14:31:10",NULL,NULL,"1","0",,"0"
"159","2013-11-04 14:34:31",NULL,NULL,"1","0",,"0"
"160","2013-11-04 14:36:24",NULL,NULL,"1","0",,"0"
"161","2013-11-04 14:38:26",NULL,NULL,"1","0",,"0"
"162","2013-11-04 14:40:44",NULL,NULL,"1","0",,"0"
"163","2013-11-04 14:42:14",NULL,NULL,"1","0",,"0"
"164","2013-11-04 14:48:16",NULL,NULL,"1","0",,"0"
"165","2013-11-04 14:51:01",NULL,NULL,"1","0",,"0"
"166","2013-11-04 14:52:20",NULL,NULL,"1","0",,"0"
"167","2013-11-04 15:57:48",NULL,NULL,"1","0",,"0"
"168","2013-11-04 16:01:22",NULL,NULL,"1","0",,"0"
"169","2013-11-04 16:02:32",NULL,NULL,"1","0",,"0"
"170","2013-11-04 16:12:55",NULL,NULL,"1","0",,"0"
"171","2013-11-04 16:22:51",NULL,NULL,"1","0",,"0"
"172","2013-11-04 16:24:05",NULL,NULL,"1","0",,"0"
"173","2013-11-04 16:26:17",NULL,NULL,"1","0",,"0"
"174","2013-11-04 16:47:14",NULL,NULL,"1","0",,"0"
"175","2013-11-04 16:48:12",NULL,NULL,"1","0",,"0"
"176","2013-11-04 16:50:11",NULL,NULL,"1","0",,"0"
"177","2013-11-04 16:53:20",NULL,NULL,"1","0",,"0"
"178","2013-11-04 16:58:26",NULL,NULL,"1","0",,"0"
"179","2013-11-04 17:00:47",NULL,NULL,"1","0",,"0"
"180","2013-11-04 17:03:48",NULL,NULL,"1","0",,"0"
"181","2013-11-04 17:45:22",NULL,NULL,"1","0",,"0"
"182","2013-11-04 17:46:12",NULL,NULL,"1","0",,"0"
"183","2013-11-04 17:53:05",NULL,NULL,"1","0",,"0"
"184","2013-11-04 17:55:43",NULL,NULL,"1","0",,"0"
"185","2013-11-04 17:57:45",NULL,NULL,"1","0",,"0"
"186","2013-11-04 21:46:22",NULL,NULL,"1","0",,"0"
"187","2013-11-04 21:48:30",NULL,NULL,"1","0",,"0"
"188","2013-11-04 21:52:09",NULL,NULL,"1","0",,"0"
"189","2013-11-04 21:53:34",NULL,NULL,"1","0",,"0"
"190","2013-11-05 13:11:56",NULL,NULL,"1","0",,"0"
"191","2013-11-05 13:13:30",NULL,NULL,"1","0",,"0"
"192","2013-11-05 13:19:49",NULL,NULL,"1","0",,"0"
"194","2013-11-05 13:45:56",NULL,NULL,"1","0",,"0"
"195","2013-11-05 13:49:33",NULL,NULL,"1","0",,"0"
"196","2013-11-05 13:52:28",NULL,NULL,"1","0",,"0"
"197","2013-11-05 14:10:02",NULL,NULL,"1","0",,"0"
"198","2013-11-05 14:14:08",NULL,NULL,"1","0",,"0"
"199","2013-11-05 14:18:17",NULL,NULL,"1","0",,"0"
"200","2013-11-05 14:23:50",NULL,NULL,"1","0",,"0"
"201","2013-11-05 14:27:52",NULL,NULL,"1","0",,"0"
"202","2013-11-05 14:40:52",NULL,NULL,"1","0",,"0"
"203","2013-11-05 14:42:02",NULL,NULL,"1","0",,"0"
"204","2013-11-22 14:05:26",NULL,NULL,"1","0",,"0"
"205","2013-11-22 14:09:13",NULL,NULL,"1","0",,"0"
"206","2013-11-22 14:17:03",NULL,NULL,"1","0",,"0"
"207","2013-11-22 14:19:27",NULL,NULL,"1","0",,"0"
"208","2013-11-22 14:30:29",NULL,NULL,"1","0",,"0"
"209","2013-11-22 14:37:54",NULL,NULL,"1","0",,"0"
